"log_wage_homo","log_wage_hetero","education","experience","experience_sq","north","northeast","south","centerwest","male","white","log_wage_predito_hetero","log_wage_predito_homo"
8.85481739943876,8.06123645387929,10,8,64,1,0,0,0,1,0,8.47143455519165,8.43811817706503
8.23121042421156,6.95544279821922,8,8,64,0,0,0,0,0,0,8.00261894085849,8.09532002996711
8.27699179786631,8.55850607198453,8,5,25,0,1,0,0,1,1,8.22193530600827,8.28441422336171
8.6088643691486,10.2608314661656,11,29,841,0,0,1,0,0,1,9.17629441879267,9.11556126158565
8.43033879011712,8.39736994966491,7,25,625,0,0,0,0,0,1,8.5002005042579,8.455062820848
7.34919224469666,7.78787510153082,4,22,484,0,1,0,0,0,0,7.62449275999879,7.66278546897726
8.65107567393861,8.62483228834724,12,9,81,0,0,0,0,0,1,8.79873658569627,8.83315133455769
8.31343096285487,8.70636161702599,6,10,100,0,0,0,0,0,1,8.03836135452799,8.08200119405432
8.79223284328971,8.91457232246785,9,10,100,0,0,0,0,1,0,8.43576644060695,8.52188765998568
8.69370532661645,7.53602144810771,6,15,225,0,1,0,0,1,0,7.98417716116381,8.06276036548247
9.351855400197,9.53203986378871,13,10,100,0,0,0,1,0,1,9.09090438252185,9.03072897441839
8.85198496549972,9.2440237825097,8,29,841,0,0,1,0,1,1,9.02954901021548,8.97699668281131
8.29714919336444,7.3805977178328,7,5,25,0,0,0,1,0,0,7.91805143252006,7.93098428024098
9.00392871881022,8.72629217305073,8,17,289,0,0,0,0,1,1,8.71995191983069,8.7293719852924
7.7109360595672,7.5757655743972,4,22,484,0,0,0,0,0,0,7.80842775023329,7.83925986575937
8.50181841720837,7.23251813967662,5,15,225,0,0,0,0,1,1,8.28021394937448,8.30656246571976
8.11418997762277,8.0647615301381,4,40,1600,0,0,0,0,0,0,8.05057785965286,7.90340646693129
7.02120687351421,7.36864915830459,5,13,169,0,1,0,0,0,0,7.55739000380319,7.64559769231253
7.83110284496212,8.14869036471464,8,1,1,0,0,0,0,0,1,8.03381735907016,8.09239563305648
7.79060565042899,7.97715189360737,8,7,49,0,1,0,0,0,0,7.79028436215592,7.89318028452558
9.09869305295417,8.97980308038482,15,25,625,0,0,1,0,0,1,9.63730856965141,9.6028815288961
8.12945302466593,7.59991081061439,6,28,784,0,0,0,0,1,1,8.66490082652715,8.59819753327899
8.58849203690133,7.69240587273531,7,11,121,0,1,0,0,1,1,8.25917427557388,8.30642907863137
7.24767203247514,8.06258527629805,9,0,0,0,0,0,0,1,0,8.13586969995663,8.24172178127005
8.56396024470274,8.29460978021302,6,29,841,0,0,0,0,1,0,8.43659143947812,8.40762901946891
8.34082852921433,8.61119552174313,6,16,256,1,0,0,0,0,1,8.14707848573456,8.04054090612162
8.24246988885625,8.28443035060876,6,14,196,0,0,0,0,0,1,8.14051109210216,8.16773366636439
7.56247949432043,8.56373810727714,5,5,25,0,1,0,0,1,0,7.58483167392624,7.70046352137785
8.59461987064679,8.03931659743606,8,15,225,1,0,0,0,1,0,8.38992179872926,8.33313023924032
8.85746057907374,9.26182185616632,8,19,361,0,0,0,0,1,0,8.52004212124973,8.56446882014173
8.26154126826084,7.9256197147524,4,26,676,0,1,0,0,0,1,7.93946511061396,7.89985760150121
7.52709445639883,8.52447302498964,7,17,289,1,0,0,0,0,0,8.0576519680774,7.99041409016208
7.88017181253901,8.73325586023679,6,18,324,0,1,0,0,1,1,8.29555525862349,8.31084648105671
8.59978200454247,8.44150476459011,6,28,784,0,0,0,0,1,1,8.66490082652715,8.59819753327899
8.42074764992782,8.60965356411594,9,8,64,0,1,0,0,0,1,8.19328666565309,8.24448483590451
8.30128235976716,8.70804374077433,11,8,64,0,1,0,0,0,0,8.21243532620339,8.30631288208151
8.81489071033397,8.31244626388388,15,10,100,1,0,0,0,0,0,8.93557195504156,8.88350346536793
7.96663693723467,8.79980533157542,7,16,256,0,0,0,0,0,0,8.07566795748037,8.13762922495507
8.97508224477348,9.09672421209192,15,17,289,0,1,0,0,1,0,9.21141788277881,9.26050438284816
8.65543247401438,8.77861427507493,5,16,256,0,0,0,0,1,1,8.30352526393228,8.32470384890025
9.98473865489264,10.1123552267981,12,30,900,0,1,0,0,1,1,9.29791829211986,9.20754701715958
9.69622341946193,9.46306020955309,18,15,225,0,0,0,0,1,0,9.74311765371588,9.78910375785068
8.71618245893552,7.86055473085946,9,19,361,0,1,0,0,0,1,8.46370387904212,8.46473095595695
8.6003753588201,9.07072548000294,7,18,324,0,1,0,0,1,0,8.18345346064732,8.24351877760154
8.61914843959693,7.97597669006867,9,15,225,0,0,0,0,1,0,8.5618635269777,8.62670201116111
10.1216470230492,9.18488518932059,16,22,484,0,0,0,0,1,1,9.87379147605571,9.834514984555
8.23288870143869,8.62000505317553,6,15,225,0,0,0,0,1,1,8.41146440790095,8.43571821535193
9.71619400917613,9.84599817688937,14,33,1089,0,0,1,0,0,1,9.62385692979863,9.5172833107426
8.93161163422981,9.25637130120942,14,8,64,0,0,0,0,0,1,9.03347394851992,9.0667379808475
8.58704500031122,9.34910200367066,11,21,441,0,0,0,0,1,1,9.19804407429829,9.17623782732282
8.35967457150251,10.2625722866922,10,26,676,1,0,0,0,1,0,8.87386529278483,8.7392696908226
7.95231497559743,8.24488784780561,8,9,81,1,0,0,0,0,1,8.23304348186844,8.15211231374037
8.62514914425259,7.70487140203508,8,10,100,0,0,0,0,0,0,8.05751001507828,8.14382924023132
9.90360085071657,8.93393901757416,12,22,484,0,0,1,0,1,1,9.43589403913165,9.43246469701701
9.65655469021184,8.83539067311312,17,14,196,0,0,0,0,0,1,9.58426613589327,9.58844691231831
8.87339764852343,8.61570774942032,9,7,49,0,0,1,0,1,1,8.68293243160352,8.75876926514012
7.7134733288602,7.58548191631609,5,28,784,0,0,0,0,0,0,8.04329214449584,8.02365566043728
7.01707318161872,7.72432401008721,7,1,1,0,0,0,0,0,0,7.65921464404106,7.76675643033696
8.64444881791722,8.28029539616804,10,12,144,0,0,0,0,1,0,8.61936383639807,8.69579063714262
8.27919376056949,9.03594371968144,8,17,289,0,0,0,0,0,0,8.22959369632585,8.28398586208287
7.98658585893679,8.51309075211061,9,0,0,0,0,1,0,0,0,7.97596813013622,8.10739182213857
8.33377080644851,8.52722754718813,9,22,484,0,0,0,0,0,1,8.70803229936825,8.68152206700759
7.30536983107294,8.49215283232459,5,22,484,0,1,0,0,0,0,7.75574321852526,7.79194121860943
8.52324991412889,9.50364544759202,9,20,400,0,0,0,0,0,1,8.66840604687928,8.6555847531801
9.32622132362534,8.92803750441305,12,7,49,0,0,1,0,1,0,8.83333155068028,8.94975306094929
9.3461328498292,9.04373608905368,12,26,676,0,1,0,0,0,0,8.74611652232304,8.73662014547126
8.47313188841055,8.92753506609217,11,21,441,0,0,0,0,0,0,8.70768585079345,8.73085170411328
9.02333362980349,9.07716924974134,8,21,441,0,0,0,0,1,1,8.8042926987189,8.78877057842629
9.01339221500245,8.55236515588869,9,31,961,0,0,0,0,0,0,8.61151448424616,8.55520198974319
7.7173376281572,7.73999169731526,5,13,169,0,0,1,0,0,1,8.07178164772212,8.1331282531727
9.11039183002615,10.1452958379359,9,32,1024,0,0,1,0,1,1,9.20211187167004,9.1182542761661
8.82184901872824,8.46617561470024,10,12,144,0,0,0,1,1,0,8.75315365470667,8.74042817008147
9.75296935497873,9.76900507993568,15,24,576,0,0,0,0,1,0,9.53627087656044,9.53105111292351
9.52024592971866,9.19102851721798,13,20,400,0,1,0,0,1,0,9.01312660125021,9.04815257196153
7.57199411135822,8.2914935282599,8,14,196,1,0,0,0,0,0,8.11896848293047,8.06514569025277
9.07377402761535,7.54225447220062,11,10,100,0,0,0,0,1,0,8.69826735765988,8.78019915925003
8.06579053822237,6.7068161199491,6,13,169,0,1,0,0,0,1,7.9319927188323,7.97123689503205
8.32457561566285,7.76449097441231,13,5,25,1,0,0,0,0,0,8.53107309564827,8.49686522280656
9.45375826530934,8.65867058591937,13,18,324,0,0,0,0,1,1,9.39824345854324,9.39141112526404
10.1728676384107,7.08187311689973,17,19,361,0,1,0,0,0,0,9.2703552907512,9.301493499927
8.6552995279542,9.59561552513405,11,35,1225,0,1,0,0,0,0,8.73880327258088,8.64376992700694
8.13680053349953,8.40895714257533,8,7,49,0,0,0,0,1,1,8.46457757589526,8.51504080451723
8.03283708833842,8.29806091159164,10,14,196,0,0,0,0,0,0,8.42216066970538,8.48787321180574
7.50401974129297,7.23140405942659,8,6,36,0,0,0,0,0,0,7.94518372968356,8.04304883696343
7.94095384588663,8.28503192746355,7,8,64,0,0,0,0,1,0,8.11837444933423,8.21506695045712
9.83683729163732,7.58418024015988,10,7,49,0,0,0,0,1,0,8.48372623644555,8.57686885069424
8.24627911425356,7.56023802092951,6,12,144,0,0,0,0,1,1,8.33771425879485,8.37565109170126
9.07444089900219,9.62981545700823,10,37,1369,0,1,0,0,0,0,8.62809803937986,8.51233662065634
8.30008221552004,9.18161448145276,11,25,625,0,1,0,0,0,1,8.84126734812926,8.79521142259458
9.31340222962422,9.67770591903832,9,23,529,0,0,0,1,1,0,8.86433490306273,8.79013673036773
8.46538193997056,8.82401971882525,9,7,49,0,0,1,0,1,1,8.68293243160352,8.75876926514012
8.18661307694596,8.61015285430657,7,34,1156,0,0,0,0,1,0,8.63351573169083,8.55225203021446
8.14425630665191,7.36265238737687,6,35,1225,0,1,0,0,1,1,8.5729092034534,8.44337730205559
8.97971534919668,8.72759992922689,12,7,49,0,0,0,1,1,1,9.12336922830973,9.07630133598478
8.19729898552612,8.95447688264982,10,17,289,0,0,0,0,0,0,8.49209461337878,8.54229736134722
9.57209345510953,11.2330627593518,12,18,324,0,0,0,0,1,1,9.26699300001678,9.26225537563187
7.88185445438748,7.67310479812298,5,0,0,0,0,0,0,0,1,7.6072141553512,7.67267956570651
9.46974281898008,8.09645730552301,10,24,576,0,0,0,0,0,1,8.87636487342855,8.8328531477278
9.12270922223496,9.07693122765036,12,7,49,0,0,0,0,1,1,8.98957941000112,9.03166380304593
8.72856196705141,7.51905829824984,9,23,529,0,0,0,0,0,1,8.72689137425456,8.69307998039404
8.80562153451821,7.71050111036669,9,20,400,0,1,0,0,1,1,8.73147702364699,8.72801302652017
8.51133712867587,9.51148513742082,7,19,361,0,0,1,0,1,0,8.47589605990505,8.54988578150027
10.1714056267291,9.18612106227957,17,22,484,0,0,0,0,1,0,9.76168967807954,9.76718728109983
9.34467876201964,8.5319084096637,12,23,529,0,0,0,0,1,0,9.12429646033352,9.1329664463254
9.72055700861132,9.6621556021812,16,19,361,0,1,0,0,0,1,9.38245708872738,9.36882120338217
8.98420518752445,9.02008180326268,10,6,36,0,0,0,0,1,0,8.4546906137387,8.55026300634997
8.14766066821701,7.99475587501317,7,6,36,0,0,0,0,0,1,8.05728552765974,8.1103765404186
8.91591263913535,7.57426888098177,4,6,36,0,1,0,0,1,1,7.72660512884805,7.79533756486215
8.15519271400694,8.37800864699895,7,12,144,1,0,0,0,0,1,8.18126748059713,8.09148814892264
8.30883614755498,8.37680601429808,10,17,289,0,1,0,0,1,0,8.55516559014648,8.61472563468729
8.80094453073877,9.0406926297827,13,10,100,0,1,0,0,1,1,9.02018554098095,9.05851971481961
8.56890514180512,8.81388182806506,10,23,529,0,0,0,0,1,0,8.86179554328059,8.87465494706106
7.69501340845215,8.329062459893,5,13,169,0,0,0,0,0,1,7.98467725054033,8.01855554218199
8.58586679515874,8.06897550483511,12,0,0,0,0,0,0,0,0,8.28261510853382,8.38028636004439
8.56848746325321,7.90279632745186,4,34,1156,0,0,0,0,1,0,8.23976435611144,8.16478478131793
7.82916213476604,8.6005276859309,8,28,784,1,0,0,0,0,1,8.6397045068559,8.44319034013253
8.6572931722851,8.14193056482932,8,33,1089,0,0,0,1,1,0,8.88669331026622,8.72483285193253
8.09192484817929,7.90529075071238,4,25,625,0,0,0,0,1,1,8.35345509568071,8.31649824207366
8.47426454776328,10.3231215128666,13,0,0,0,1,0,0,1,1,8.72028880033062,8.77835383610397
7.80310697822153,8.27994478682059,7,14,196,0,0,0,0,0,0,8.02840929412599,8.10040596290922
8.4977989022918,8.47226140383057,8,21,441,0,1,0,0,1,0,8.37700545198176,8.41581272855683
9.21897460210939,8.94335130518257,14,19,361,0,1,0,0,0,1,9.11995617167445,9.11050970411782
8.95794115909493,8.48316667664419,12,22,484,0,0,0,0,0,0,8.85843141844501,8.87250586281677
8.99383954309252,8.74443846156593,9,21,441,0,0,0,0,1,0,8.69219090074273,8.72144287497112
8.38937106487891,7.72328198472091,11,0,0,0,1,0,0,0,1,8.21078191627549,8.27113966671744
8.66966730771987,9.29715058205124,11,14,196,0,0,0,0,0,0,8.55341112823185,8.61702896143791
8.54456136204512,9.18766753882123,15,12,144,0,0,0,0,0,0,9.02861016202819,9.09266671518131
9.17340630854587,8.22782394226893,10,16,256,0,0,0,1,0,0,8.60320915136837,8.56973400679044
9.2501040427539,9.52551547619689,11,0,0,0,0,1,0,1,1,8.72882727069399,8.81108944461245
8.54136705232213,9.07768942838405,11,13,169,0,1,0,0,0,1,8.58824501146462,8.61701564319292
8.6772996371329,8.18182729270735,8,21,441,0,1,0,0,0,1,8.3733517414822,8.36339351152199
8.4751854934883,8.84094760512209,10,8,64,0,0,0,0,1,0,8.51212582491362,8.60253419935364
9.76299350058595,9.70290413489348,15,9,81,1,0,0,0,1,1,9.39880265855589,9.30510523128778
7.90891193752448,8.6949030959896,6,19,361,0,0,0,0,1,1,8.50089346069943,8.50264077396473
8.61558053660017,8.79889510226406,10,25,625,0,0,1,0,1,0,8.98470998751865,9.00952199777007
8.79750309832753,6.88986575492614,14,5,25,0,0,0,0,1,1,9.19337304740155,9.23582311793688
8.73725870394562,8.90698839374972,9,27,729,0,1,0,0,1,0,8.61568605167702,8.60585149734392
7.58917536510286,9.28498831786896,6,15,225,0,0,0,0,0,0,7.92110618439611,7.9903320921424
8.78906066187537,7.74545780758127,6,32,1024,0,0,0,0,1,1,8.72125609890885,8.61621431627887
8.79509622270226,8.4335966063952,8,37,1369,0,1,0,0,0,0,8.36559712232693,8.25402512139199
8.1880263679372,8.07993659393169,7,27,729,1,0,0,0,1,0,8.49642885513661,8.35959837257307
9.19724706238967,7.92831951091292,9,17,289,0,0,0,0,0,0,8.36084415485231,8.41314161171505
8.59474700790593,9.40590806332006,8,19,361,0,0,0,0,1,1,8.76339437775236,8.76095227322907
7.88447530518776,7.07275976564499,9,4,16,0,0,0,0,0,1,8.2598070965826,8.31265486393982
9.25486877977827,9.18753399050457,11,27,729,0,1,0,0,1,0,8.87818696872995,8.86416299660827
9.05306289741455,8.92746407803192,12,33,1089,0,0,0,0,1,0,9.27790532606347,9.19681831752238
9.46666870799985,10.9170544579221,15,13,169,0,0,0,1,0,0,9.18761939761094,9.15826711835524
8.88782769007968,9.13852828034246,9,17,289,0,0,0,0,1,1,8.85120237835715,8.85852773492458
8.00665455789691,9.06168585749192,8,10,100,0,0,0,1,0,1,8.43465208988952,8.38495022625752
8.62591437930475,7.72456573164652,15,6,36,0,1,0,0,0,0,8.68000194913432,8.77066468760654
9.599874851269,10.2801169553528,15,28,784,0,0,0,1,0,0,9.4895865480691,9.35985068969788
8.29518933656074,7.54192362993467,10,1,1,1,0,0,0,1,1,8.50263297340331,8.4351937801544
8.27977096603795,9.31916456525516,8,26,676,0,0,0,0,1,1,8.89540790195652,8.84185766693421
6.87680923055002,7.33376672942069,4,2,4,0,1,0,0,0,1,7.35709632863058,7.43060656051425
8.67191619519732,9.31633930570618,14,13,169,0,1,0,0,0,1,8.98199638704401,9.00448289208944
8.65211574520064,7.39039025828024,7,11,121,0,0,0,1,1,1,8.57689908411698,8.52754100835234
8.33288240035757,8.19951476882983,6,8,64,0,0,0,0,0,1,7.9834702803082,8.0334919837901
9.96368788575981,10.2625078938773,18,17,289,0,0,0,0,1,0,9.7891042485927,9.82444602852681
8.89071730306702,8.76187041592017,10,12,144,0,0,0,0,1,1,8.8627160929007,8.89227409022996
9.29861111311947,9.17104923705648,9,25,625,0,0,0,1,1,0,8.900144950119,8.81043107008604
7.92002268576467,8.71562491601566,4,24,576,0,1,0,0,1,0,7.90858084253483,7.93386347018747
8.68296393068877,8.71328329392025,9,32,1024,0,1,0,0,0,0,8.44071426074891,8.38182104518374
9.07108024537543,9.09554661549317,13,27,729,0,1,0,0,0,0,8.89368191878067,8.87357182575043
8.69188699760962,7.9840037112604,11,12,144,0,1,0,0,1,1,8.81003156119267,8.84495544308002
8.2751417559241,8.76953439132845,13,34,1156,0,0,0,1,0,0,9.30780233415602,9.12292139082417
9.46410229748298,9.29021304284325,16,0,0,0,0,0,0,0,0,8.80761694263968,8.89690935857308
9.54076341896112,9.27030890490846,14,24,576,0,0,1,0,0,0,9.24511884821357,9.26756540415986
8.06940831262939,8.21946831037205,8,12,144,0,0,0,0,0,0,8.10985695234293,8.18857646775608
7.97211083927374,9.63572532634697,12,0,0,1,0,0,0,0,0,8.24192383881184,8.21587033775577
9.45197238296892,9.68823010216436,9,25,625,0,0,0,0,1,1,9.00970738831303,8.96227699023453
8.21287536081897,8.47330176489234,8,21,441,0,1,0,0,0,1,8.3733517414822,8.36339351152199
7.66263600646872,7.7800846864313,4,15,225,0,1,0,0,0,1,7.71802253361132,7.75202964918328
8.02638767325235,9.01457284693503,7,16,256,0,0,0,1,0,1,8.45281003229161,8.37875021098126
8.82604569849867,8.49897486018,11,12,144,0,0,0,0,1,0,8.75061429492453,8.82494638677479
10.4268677219156,9.8912201495556,17,12,144,0,0,0,0,0,1,9.53446333558375,9.547461667533
8.93477653970132,8.3199837872665,11,13,169,0,1,0,0,0,1,8.58824501146462,8.61701564319292
8.94913589209482,8.00945571457434,12,4,16,0,0,0,0,0,0,8.41020621565936,8.503638659749
7.92979606088016,7.60859065771592,6,17,289,0,0,0,0,1,0,8.21409874627512,8.27457703294071
9.19097850311678,9.57827394266688,10,10,100,0,0,0,1,1,1,8.94415897394466,8.89216439564405
7.90296718707899,8.74823110496129,4,22,484,0,1,0,0,1,0,7.871498727001,7.91168813909944
8.77464149743743,9.57708484447793,11,7,49,0,0,0,0,1,1,8.85832895147465,8.90250805341375
8.53468406242889,8.2029789279521,12,6,36,0,1,0,0,0,0,8.28625057355493,8.38319743871001
9.32303082299703,8.92984022454021,10,24,576,0,0,1,0,0,1,8.96346927061034,8.94742585871851
8.49649669991158,9.02701299090641,12,0,0,0,0,0,0,1,0,8.52962107553602,8.62918903016657
8.65515070920494,9.41296477213417,11,12,144,0,0,0,0,1,1,8.99396655142717,9.02142983986214
9.43502684560804,8.32021028676568,12,22,484,0,0,0,0,1,0,9.10543738544721,9.12140853293896
9.02180049705182,9.86744056860877,16,3,9,0,0,0,1,0,0,9.03805414265061,9.03547185981769
8.57212846476516,8.84317007588535,13,15,225,0,1,0,0,0,0,8.65592440384686,8.7179479427855
8.97819946166579,10.2934805157783,10,20,400,0,0,0,0,1,0,8.80331021590531,8.83715971984712
7.24777065906858,7.7394172151933,6,0,0,0,0,0,0,0,0,7.49511235737503,7.60535186225134
8.33499514333383,9.19618108162027,11,1,1,0,0,0,0,0,0,8.18421647814691,8.28337942886566
7.99514960056859,8.24848096589594,8,0,0,0,0,0,0,1,0,8.00461924143016,8.11256603163787
9.61072764375077,9.59010393295287,15,16,256,0,1,0,0,1,1,9.43209485896243,9.43978694843988
8.22707159798709,7.92935005057497,4,11,121,0,0,0,1,0,1,7.93614174153538,7.89117108933363
8.97370226431419,10.1388449804132,8,23,529,0,0,0,0,0,1,8.5956409157281,8.56392423076186
9.3768107621347,8.52897335314343,11,0,0,0,0,1,0,0,1,8.48182130369178,8.56218677449027
8.12348616780031,9.24598805551689,9,20,400,0,0,0,0,0,1,8.66840604687928,8.6555847531801
9.0841701752139,7.30571136935243,7,15,225,1,0,0,0,1,0,8.2586713402028,8.20397448960814
8.55287780857916,9.07924826103309,8,18,324,0,0,0,0,1,1,8.74199116591092,8.74563237710317
9.17291378123774,8.19125466001742,12,28,784,0,0,0,1,0,1,9.33918742899234,9.1688668938887
9.24911769629567,9.75543017570334,13,22,484,0,1,0,0,1,0,9.05275285373918,9.07408988578901
9.31056643670906,8.83424009534262,12,21,441,0,1,0,0,1,1,9.14535954259026,9.12891918017287
10.4202830644021,10.095549218928,17,15,225,0,0,1,0,1,1,9.94232384887385,9.97100417229656
8.64237716953125,9.16778836131253,14,27,729,0,0,0,0,0,0,9.20886736754164,9.17920197216472
8.57664198228235,8.73260541245654,11,20,400,0,0,0,0,0,0,8.68755470742957,8.71741279935711
8.41082337069418,8.6638681316869,7,15,225,0,0,0,0,1,1,8.54271486642741,8.56487396498411
10.2047041078686,9.67361280238595,18,22,484,0,0,0,0,1,0,9.892940136606,9.896343030732
9.18578391259026,9.0747209484163,12,5,25,0,1,0,0,1,1,8.74693714011413,8.80103722189041
7.9553314640304,6.72624893760667,7,24,576,0,0,0,1,0,0,8.37305105965512,8.29353997868278
8.22167466790654,6.71227639140522,10,9,81,0,1,0,0,1,0,8.35595438890841,8.45078465554606
8.17564341034923,9.26917634294045,8,13,169,0,0,0,0,0,0,8.13507636961709,8.20953933799117
8.80697926577513,7.39247143573461,9,13,169,0,0,0,0,0,0,8.26632682814355,8.33869508762334
8.03397587604919,8.01692167354826,6,13,169,0,0,0,1,1,1,8.4967234943776,8.4412514948752
8.73735894800627,7.18944205542685,10,0,0,0,0,0,0,1,1,8.51047241498573,8.56736098398957
8.75922302641419,10.4401529187079,11,12,144,0,0,0,0,1,1,8.99396655142717,9.02142983986214
8.49330574086539,8.01713208270727,6,11,121,0,0,0,0,1,1,8.31185880728191,8.35374772578132
7.91795704604146,8.15194295139313,4,14,196,0,1,0,0,1,0,7.6977288953143,7.78536698735276
8.7412701642777,8.85803340668232,9,21,441,0,0,1,0,1,1,9.02264755442716,9.03249903904918
8.55121883020749,8.57294744713134,10,13,169,0,0,0,0,0,0,8.39757728667001,8.46785083725552
8.35019326875041,8.71456535646871,12,0,0,0,0,0,1,0,0,8.41640492684242,8.42492389298324
8.48711417046514,8.11753486565338,10,12,144,0,1,0,0,0,1,8.431775135664,8.46689702332566
8.48753030723057,8.13271200542315,11,0,0,0,0,0,1,1,1,8.7755126918208,8.74115426656059
7.79916712389853,7.97331215128644,6,11,121,0,1,0,0,0,0,7.63756559354257,7.73188720578967
9.45535818320666,9.28361022965464,12,0,0,0,0,1,0,1,0,8.61672547271782,8.74376174115728
8.67141931896365,7.72480554638244,12,20,400,0,0,0,0,0,0,8.81880516595604,8.84656854898928
8.67527835859562,8.68575124077365,10,20,400,0,0,0,0,1,0,8.80331021590531,8.83715971984712
9.42542571092644,9.8558538918999,14,14,196,0,1,0,0,1,1,9.25358573708158,9.27340793676185
8.78881424276708,8.34480467439882,11,20,400,1,0,0,0,1,0,8.8938694047098,8.80189944719068
8.26474448490442,8.31376395109537,10,1,1,0,0,0,0,1,1,8.54332424312529,8.59960980244302
8.40580506000467,7.16047648286702,10,25,625,0,0,0,1,0,0,8.78438944164326,8.69068414959603
8.72531668048285,9.28913732604102,11,15,225,0,0,1,0,0,0,8.66446287421022,8.75068355129398
9.19894651341196,10.4295975082767,13,19,361,0,0,0,0,1,0,9.17629441388205,9.2102475683026
9.35452516589965,9.22506422733832,11,27,729,0,0,0,0,1,1,9.30547421546708,9.23712084647773
8.59181466494865,9.37042158699794,12,14,196,0,0,1,0,0,1,9.01511824044274,9.05724087514814
8.37201930137096,10.4134196143339,6,39,1521,0,1,0,0,1,1,8.61145551714915,8.43506020587929
7.98434491290312,9.13520502416256,8,5,25,0,0,1,0,1,1,8.49297469342456,8.57546133113454
9.39620711322508,9.19564220861886,15,21,441,0,0,0,1,1,1,9.85683572671276,9.73749835879036
7.33721234830459,6.9090114310412,5,27,729,0,1,0,0,0,0,7.84367825056896,7.84032582869304
8.84848552148739,8.22996632300918,10,3,9,0,0,0,0,0,1,8.36011382968586,8.41238328217314
8.36127960299919,7.44091078820559,11,0,0,0,0,0,0,0,0,8.15136465000735,8.25113061041221
8.41365156168177,9.83162861321265,13,6,36,0,0,0,0,0,0,8.60143602231589,8.6888275851243
7.7445580938132,8.22201290900849,8,1,1,1,0,0,0,1,0,7.99677979984775,7.98039882780271
8.50257680356151,9.1313785237722,10,17,289,0,1,0,0,0,0,8.30815962314428,8.36582296456511
7.47070535592555,7.66972515191798,4,22,484,0,1,0,0,0,0,7.62449275999879,7.66278546897726
8.59423309609763,8.4881646015524,11,4,16,0,1,0,0,0,0,8.09502076689839,8.19800851333471
8.18195325649752,7.85044313723027,7,12,144,0,0,1,0,0,0,8.06571089099826,8.17399342911462
8.60945936836243,8.22627959641687,9,6,36,0,0,0,0,1,0,8.32344015521223,8.42110725671779
8.23465840450986,7.80823704792508,5,5,25,0,0,0,0,1,0,7.76876666416073,7.87693791815996
8.93666779058506,7.74257791363065,11,7,49,0,0,0,0,1,0,8.61497669497202,8.70602460032641
9.30007722029459,9.01783407242931,12,8,64,0,0,0,1,1,1,9.1517688167778,9.10196668464418
8.42384876394119,9.07366149121895,8,13,169,0,0,0,1,1,0,8.51587215492789,8.50307954105221
9.40240800083648,8.62579840682767,16,8,64,0,0,0,0,1,0,9.29962857607241,9.37746869714669
8.79417712014344,8.36885888559559,12,27,729,1,0,0,0,1,0,9.15268114776894,9.00537712073394
8.38890271503407,9.0181913562907,13,2,4,0,1,0,0,0,0,8.29499819886612,8.39652485411648
9.5731015235166,9.81557148590093,17,13,169,0,1,0,0,1,1,9.62275372962561,9.64085281110815
8.28092209740775,9.44086856449475,7,14,196,0,0,0,0,1,1,8.51876751763083,8.54579208611875
8.89821153345816,8.36688830240751,12,23,529,0,0,0,0,0,0,8.87729049333132,8.88406377620322
