"log_wage_homo","education","experience","experience_sq","north","northeast","south","centerwest","male","white","log_wage_predito"
9.07377402761535,11,10,100,0,0,0,0,1,0,8.78019915925003
8.06579053822237,6,13,169,0,1,0,0,0,1,7.97123689503205
8.32457561566285,13,5,25,1,0,0,0,0,0,8.49686522280656
9.45375826530934,13,18,324,0,0,0,0,1,1,9.39141112526404
10.1728676384107,17,19,361,0,1,0,0,0,0,9.301493499927
8.6552995279542,11,35,1225,0,1,0,0,0,0,8.64376992700694
8.13680053349953,8,7,49,0,0,0,0,1,1,8.51504080451723
8.03283708833842,10,14,196,0,0,0,0,0,0,8.48787321180574
7.50401974129297,8,6,36,0,0,0,0,0,0,8.04304883696343
7.94095384588663,7,8,64,0,0,0,0,1,0,8.21506695045712
9.83683729163732,10,7,49,0,0,0,0,1,0,8.57686885069424
8.24627911425356,6,12,144,0,0,0,0,1,1,8.37565109170126
9.07444089900219,10,37,1369,0,1,0,0,0,0,8.51233662065634
8.30008221552004,11,25,625,0,1,0,0,0,1,8.79521142259458
9.31340222962422,9,23,529,0,0,0,1,1,0,8.79013673036773
8.46538193997056,9,7,49,0,0,1,0,1,1,8.75876926514012
8.18661307694596,7,34,1156,0,0,0,0,1,0,8.55225203021446
8.14425630665191,6,35,1225,0,1,0,0,1,1,8.44337730205559
8.97971534919668,12,7,49,0,0,0,1,1,1,9.07630133598478
8.19729898552612,10,17,289,0,0,0,0,0,0,8.54229736134722
9.57209345510953,12,18,324,0,0,0,0,1,1,9.26225537563187
7.88185445438748,5,0,0,0,0,0,0,0,1,7.67267956570651
9.46974281898008,10,24,576,0,0,0,0,0,1,8.8328531477278
9.12270922223496,12,7,49,0,0,0,0,1,1,9.03166380304593
8.72856196705141,9,23,529,0,0,0,0,0,1,8.69307998039404
8.80562153451821,9,20,400,0,1,0,0,1,1,8.72801302652017
8.51133712867587,7,19,361,0,0,1,0,1,0,8.54988578150027
10.1714056267291,17,22,484,0,0,0,0,1,0,9.76718728109983
9.34467876201964,12,23,529,0,0,0,0,1,0,9.1329664463254
9.72055700861132,16,19,361,0,1,0,0,0,1,9.36882120338217
8.98420518752445,10,6,36,0,0,0,0,1,0,8.55026300634997
8.14766066821701,7,6,36,0,0,0,0,0,1,8.1103765404186
8.91591263913535,4,6,36,0,1,0,0,1,1,7.79533756486215
8.15519271400694,7,12,144,1,0,0,0,0,1,8.09148814892264
8.30883614755498,10,17,289,0,1,0,0,1,0,8.61472563468729
8.80094453073877,13,10,100,0,1,0,0,1,1,9.05851971481961
8.56890514180512,10,23,529,0,0,0,0,1,0,8.87465494706106
7.69501340845215,5,13,169,0,0,0,0,0,1,8.01855554218199
8.58586679515874,12,0,0,0,0,0,0,0,0,8.38028636004439
8.56848746325321,4,34,1156,0,0,0,0,1,0,8.16478478131793
7.82916213476604,8,28,784,1,0,0,0,0,1,8.44319034013253
8.6572931722851,8,33,1089,0,0,0,1,1,0,8.72483285193253
8.09192484817929,4,25,625,0,0,0,0,1,1,8.31649824207366
8.47426454776328,13,0,0,0,1,0,0,1,1,8.77835383610397
7.80310697822153,7,14,196,0,0,0,0,0,0,8.10040596290922
8.4977989022918,8,21,441,0,1,0,0,1,0,8.41581272855683
9.21897460210939,14,19,361,0,1,0,0,0,1,9.11050970411782
8.95794115909493,12,22,484,0,0,0,0,0,0,8.87250586281677
8.99383954309252,9,21,441,0,0,0,0,1,0,8.72144287497112
8.38937106487891,11,0,0,0,1,0,0,0,1,8.27113966671744
8.66966730771987,11,14,196,0,0,0,0,0,0,8.61702896143791
8.54456136204512,15,12,144,0,0,0,0,0,0,9.09266671518131
9.17340630854587,10,16,256,0,0,0,1,0,0,8.56973400679044
9.2501040427539,11,0,0,0,0,1,0,1,1,8.81108944461245
8.54136705232213,11,13,169,0,1,0,0,0,1,8.61701564319292
8.6772996371329,8,21,441,0,1,0,0,0,1,8.36339351152199
8.4751854934883,10,8,64,0,0,0,0,1,0,8.60253419935364
9.76299350058595,15,9,81,1,0,0,0,1,1,9.30510523128778
7.90891193752448,6,19,361,0,0,0,0,1,1,8.50264077396473
8.61558053660017,10,25,625,0,0,1,0,1,0,9.00952199777007
8.79750309832753,14,5,25,0,0,0,0,1,1,9.23582311793688
8.73725870394562,9,27,729,0,1,0,0,1,0,8.60585149734392
7.58917536510286,6,15,225,0,0,0,0,0,0,7.9903320921424
8.78906066187537,6,32,1024,0,0,0,0,1,1,8.61621431627887
8.79509622270226,8,37,1369,0,1,0,0,0,0,8.25402512139199
8.1880263679372,7,27,729,1,0,0,0,1,0,8.35959837257307
9.19724706238967,9,17,289,0,0,0,0,0,0,8.41314161171505
8.59474700790593,8,19,361,0,0,0,0,1,1,8.76095227322907
7.88447530518776,9,4,16,0,0,0,0,0,1,8.31265486393982
9.25486877977827,11,27,729,0,1,0,0,1,0,8.86416299660827
9.05306289741455,12,33,1089,0,0,0,0,1,0,9.19681831752238
9.46666870799985,15,13,169,0,0,0,1,0,0,9.15826711835524
8.88782769007968,9,17,289,0,0,0,0,1,1,8.85852773492458
8.00665455789691,8,10,100,0,0,0,1,0,1,8.38495022625752
8.62591437930475,15,6,36,0,1,0,0,0,0,8.77066468760654
9.599874851269,15,28,784,0,0,0,1,0,0,9.35985068969788
8.29518933656074,10,1,1,1,0,0,0,1,1,8.4351937801544
8.27977096603795,8,26,676,0,0,0,0,1,1,8.84185766693421
6.87680923055002,4,2,4,0,1,0,0,0,1,7.43060656051425
8.67191619519732,14,13,169,0,1,0,0,0,1,9.00448289208944
8.65211574520064,7,11,121,0,0,0,1,1,1,8.52754100835234
8.33288240035757,6,8,64,0,0,0,0,0,1,8.0334919837901
9.96368788575981,18,17,289,0,0,0,0,1,0,9.82444602852681
8.89071730306702,10,12,144,0,0,0,0,1,1,8.89227409022996
9.29861111311947,9,25,625,0,0,0,1,1,0,8.81043107008604
7.92002268576467,4,24,576,0,1,0,0,1,0,7.93386347018747
8.68296393068877,9,32,1024,0,1,0,0,0,0,8.38182104518374
9.07108024537543,13,27,729,0,1,0,0,0,0,8.87357182575043
8.69188699760962,11,12,144,0,1,0,0,1,1,8.84495544308002
8.2751417559241,13,34,1156,0,0,0,1,0,0,9.12292139082417
9.46410229748298,16,0,0,0,0,0,0,0,0,8.89690935857308
9.54076341896112,14,24,576,0,0,1,0,0,0,9.26756540415986
8.06940831262939,8,12,144,0,0,0,0,0,0,8.18857646775608
7.97211083927374,12,0,0,1,0,0,0,0,0,8.21587033775577
9.45197238296892,9,25,625,0,0,0,0,1,1,8.96227699023453
8.21287536081897,8,21,441,0,1,0,0,0,1,8.36339351152199
7.66263600646872,4,15,225,0,1,0,0,0,1,7.75202964918328
8.02638767325235,7,16,256,0,0,0,1,0,1,8.37875021098126
8.82604569849867,11,12,144,0,0,0,0,1,0,8.82494638677479
10.4268677219156,17,12,144,0,0,0,0,0,1,9.547461667533
8.93477653970132,11,13,169,0,1,0,0,0,1,8.61701564319292
8.94913589209482,12,4,16,0,0,0,0,0,0,8.503638659749
7.92979606088016,6,17,289,0,0,0,0,1,0,8.27457703294071
9.19097850311678,10,10,100,0,0,0,1,1,1,8.89216439564405
7.90296718707899,4,22,484,0,1,0,0,1,0,7.91168813909944
8.77464149743743,11,7,49,0,0,0,0,1,1,8.90250805341375
8.53468406242889,12,6,36,0,1,0,0,0,0,8.38319743871001
9.32303082299703,10,24,576,0,0,1,0,0,1,8.94742585871851
8.49649669991158,12,0,0,0,0,0,0,1,0,8.62918903016657
8.65515070920494,11,12,144,0,0,0,0,1,1,9.02142983986214
9.43502684560804,12,22,484,0,0,0,0,1,0,9.12140853293896
9.02180049705182,16,3,9,0,0,0,1,0,0,9.03547185981769
8.57212846476516,13,15,225,0,1,0,0,0,0,8.7179479427855
8.97819946166579,10,20,400,0,0,0,0,1,0,8.83715971984712
7.24777065906858,6,0,0,0,0,0,0,0,0,7.60535186225134
8.33499514333383,11,1,1,0,0,0,0,0,0,8.28337942886566
7.99514960056859,8,0,0,0,0,0,0,1,0,8.11256603163787
9.61072764375077,15,16,256,0,1,0,0,1,1,9.43978694843988
8.22707159798709,4,11,121,0,0,0,1,0,1,7.89117108933363
8.97370226431419,8,23,529,0,0,0,0,0,1,8.56392423076186
9.3768107621347,11,0,0,0,0,1,0,0,1,8.56218677449027
8.12348616780031,9,20,400,0,0,0,0,0,1,8.6555847531801
9.0841701752139,7,15,225,1,0,0,0,1,0,8.20397448960814
8.55287780857916,8,18,324,0,0,0,0,1,1,8.74563237710317
9.17291378123774,12,28,784,0,0,0,1,0,1,9.1688668938887
9.24911769629567,13,22,484,0,1,0,0,1,0,9.07408988578901
9.31056643670906,12,21,441,0,1,0,0,1,1,9.12891918017287
10.4202830644021,17,15,225,0,0,1,0,1,1,9.97100417229656
8.64237716953125,14,27,729,0,0,0,0,0,0,9.17920197216472
8.57664198228235,11,20,400,0,0,0,0,0,0,8.71741279935711
8.41082337069418,7,15,225,0,0,0,0,1,1,8.56487396498411
10.2047041078686,18,22,484,0,0,0,0,1,0,9.896343030732
9.18578391259026,12,5,25,0,1,0,0,1,1,8.80103722189041
7.9553314640304,7,24,576,0,0,0,1,0,0,8.29353997868278
8.22167466790654,10,9,81,0,1,0,0,1,0,8.45078465554606
8.17564341034923,8,13,169,0,0,0,0,0,0,8.20953933799117
8.80697926577513,9,13,169,0,0,0,0,0,0,8.33869508762334
8.03397587604919,6,13,169,0,0,0,1,1,1,8.4412514948752
8.73735894800627,10,0,0,0,0,0,0,1,1,8.56736098398957
8.75922302641419,11,12,144,0,0,0,0,1,1,9.02142983986214
8.49330574086539,6,11,121,0,0,0,0,1,1,8.35374772578132
7.91795704604146,4,14,196,0,1,0,0,1,0,7.78536698735276
8.7412701642777,9,21,441,0,0,1,0,1,1,9.03249903904918
8.55121883020749,10,13,169,0,0,0,0,0,0,8.46785083725552
8.35019326875041,12,0,0,0,0,0,1,0,0,8.42492389298324
8.48711417046514,10,12,144,0,1,0,0,0,1,8.46689702332566
8.48753030723057,11,0,0,0,0,0,1,1,1,8.74115426656059
7.79916712389853,6,11,121,0,1,0,0,0,0,7.73188720578967
9.45535818320666,12,0,0,0,0,1,0,1,0,8.74376174115728
8.67141931896365,12,20,400,0,0,0,0,0,0,8.84656854898928
8.67527835859562,10,20,400,0,0,0,0,1,0,8.83715971984712
9.42542571092644,14,14,196,0,1,0,0,1,1,9.27340793676185
8.78881424276708,11,20,400,1,0,0,0,1,0,8.80189944719068
8.26474448490442,10,1,1,0,0,0,0,1,1,8.59960980244302
8.40580506000467,10,25,625,0,0,0,1,0,0,8.69068414959603
8.72531668048285,11,15,225,0,0,1,0,0,0,8.75068355129398
9.19894651341196,13,19,361,0,0,0,0,1,0,9.2102475683026
9.35452516589965,11,27,729,0,0,0,0,1,1,9.23712084647773
8.59181466494865,12,14,196,0,0,1,0,0,1,9.05724087514814
8.37201930137096,6,39,1521,0,1,0,0,1,1,8.43506020587929
7.98434491290312,8,5,25,0,0,1,0,1,1,8.57546133113454
9.39620711322508,15,21,441,0,0,0,1,1,1,9.73749835879036
7.33721234830459,5,27,729,0,1,0,0,0,0,7.84032582869304
8.84848552148739,10,3,9,0,0,0,0,0,1,8.41238328217314
8.36127960299919,11,0,0,0,0,0,0,0,0,8.25113061041221
8.41365156168177,13,6,36,0,0,0,0,0,0,8.6888275851243
7.7445580938132,8,1,1,1,0,0,0,1,0,7.98039882780271
8.50257680356151,10,17,289,0,1,0,0,0,0,8.36582296456511
7.47070535592555,4,22,484,0,1,0,0,0,0,7.66278546897726
8.59423309609763,11,4,16,0,1,0,0,0,0,8.19800851333471
8.18195325649752,7,12,144,0,0,1,0,0,0,8.17399342911462
8.60945936836243,9,6,36,0,0,0,0,1,0,8.42110725671779
8.23465840450986,5,5,25,0,0,0,0,1,0,7.87693791815996
8.93666779058506,11,7,49,0,0,0,0,1,0,8.70602460032641
9.30007722029459,12,8,64,0,0,0,1,1,1,9.10196668464418
8.42384876394119,8,13,169,0,0,0,1,1,0,8.50307954105221
9.40240800083648,16,8,64,0,0,0,0,1,0,9.37746869714669
8.79417712014344,12,27,729,1,0,0,0,1,0,9.00537712073394
8.38890271503407,13,2,4,0,1,0,0,0,0,8.39652485411648
9.5731015235166,17,13,169,0,1,0,0,1,1,9.64085281110815
8.28092209740775,7,14,196,0,0,0,0,1,1,8.54579208611875
8.89821153345816,12,23,529,0,0,0,0,0,0,8.88406377620322
9.1660819353438,13,11,121,0,0,0,1,1,1,9.30247550614539
7.98851359434159,9,5,25,1,0,0,0,0,0,7.98024222427786
8.98272425964613,11,19,361,0,0,0,0,1,1,9.1484195221256
8.43484409249576,6,12,144,0,1,0,0,1,1,8.19917669491915
10.2004401555795,11,27,729,0,0,0,0,0,1,8.98821817635554
7.56409845552033,7,2,4,0,1,0,0,0,1,7.81807380941078
9.22900707912152,12,17,289,0,0,0,0,1,1,9.2459949838211
8.30923154549739,7,8,64,0,0,1,0,0,1,8.27722044441298
9.01400449118392,11,33,1089,0,0,0,0,1,1,9.26414602097755
7.98312006723832,7,2,4,0,0,1,0,0,0,7.91263746409626
8.35731727131637,9,24,576,0,1,0,0,0,0,8.33073954822616
8.90382624917871,4,25,625,0,1,0,0,1,0,7.9435403922042
8.34391503556469,10,5,25,0,0,0,0,0,1,8.470297449286
9.60043560723693,13,5,25,0,0,1,0,1,0,9.02475662620807
9.12009276690187,10,21,441,0,0,0,0,1,1,9.04708207769064
7.96781186263689,4,16,256,0,1,0,0,0,1,7.77017103236377
9.75677859558526,7,9,81,0,0,1,0,1,1,8.55084796750971
9.41294121978213,15,23,529,0,0,0,0,0,0,9.27153102509974
9.08129766187681,16,22,484,0,1,0,0,0,1,9.40913791765069
8.03636440100754,5,16,256,0,0,0,1,0,1,8.12043871171691
8.22193857338594,8,16,256,0,0,0,0,1,0,8.51568764470943
8.55292423968884,11,11,121,0,0,0,0,1,1,8.99952647394219
9.0894839101118,11,23,529,0,0,0,0,1,0,9.00381069669323
8.30555487530451,7,31,961,0,1,0,0,1,1,8.56580221690625
8.56283007354061,6,24,576,1,0,0,0,1,0,8.20423334394533
8.74256642957738,9,10,100,0,0,0,0,0,1,8.46946844295084
9.18466343415908,13,28,784,1,0,0,0,1,1,9.33787175841559
9.05730256823362,10,15,225,0,0,0,0,1,0,8.75585776079329
7.92088368170722,7,17,289,0,1,0,0,0,0,7.97835571566858
7.66085970683765,8,5,25,0,1,0,0,0,0,7.83902810015218
9.26398709061977,15,21,441,1,0,0,0,1,0,9.33196135047555
7.92009514650479,8,14,196,0,0,0,0,0,0,8.22956171254139
8.93955408535878,12,0,0,0,0,0,0,0,1,8.57676981313173
10.1459529751566,15,21,441,0,0,1,0,1,1,9.80743353684222
8.42363591803415,11,28,784,0,1,0,0,0,1,8.81859921453556
8.42976664143867,8,14,196,0,0,0,0,0,1,8.42604516562873
8.56427572878894,9,22,484,0,1,0,0,0,1,8.50504767022547
8.65711045208657,8,10,100,1,0,0,0,0,1,8.17589667103005
8.44388750705361,14,0,0,0,1,0,0,1,0,8.7110261326488
8.85843013221686,9,6,36,0,0,0,0,0,0,8.17220458659561
8.21553642905308,15,17,289,0,0,0,0,0,0,9.1880761095081
7.93777653516927,8,4,16,1,0,0,0,0,0,7.82259963893169
8.04003843716451,7,20,400,0,0,0,0,1,0,8.4496924709506
8.72579774310636,10,18,324,0,1,0,0,1,0,8.63098602649806
9.08092138979658,10,25,625,0,0,0,0,0,1,8.84253006974452
8.43930036667695,8,3,9,0,0,0,0,0,1,8.15407178290879
8.09852438512661,4,27,729,0,0,0,0,1,0,8.13654714596516
8.46155197943307,10,11,121,0,0,0,1,1,0,8.71852480416152
7.91752051279316,7,0,0,1,0,0,0,0,0,7.5700915895949
8.83100491496949,13,15,225,0,0,0,1,0,0,8.93905987250647
8.35522631971953,6,21,441,0,1,0,0,1,0,8.15750122929248
8.52600358769528,13,28,784,0,0,0,0,0,0,9.05690165749468
7.8849496768143,7,11,121,0,0,0,0,0,1,8.23400080529131
9.07007570969356,11,21,441,1,0,0,0,0,1,8.76291913491201
9.04451684133666,13,20,400,0,1,0,0,1,0,9.04815257196153
8.59273992442917,8,15,225,0,0,1,0,0,1,8.5596997554848
8.83187705527275,11,37,1369,0,0,0,0,1,0,9.06686943719281
9.11232360255993,9,14,196,0,0,1,0,0,1,8.66977362625162
7.37794410026072,6,11,121,0,0,0,0,1,0,8.15726427269397
7.97004668008016,9,8,64,0,0,0,0,1,0,8.47337844972147
9.80469223494194,15,15,225,0,0,0,0,1,1,9.5981199620415
8.40017490246409,9,13,169,0,0,0,0,0,0,8.33869508762334
8.52260076868055,7,6,36,0,0,1,0,0,1,8.22494925140931
8.1736203412937,9,7,49,0,0,0,0,1,1,8.64419655414941
8.20327014996549,11,26,676,0,1,0,0,0,0,8.60746439583909
9.49483047471911,13,20,400,1,0,0,0,1,1,9.25669439954237
8.81466237037897,14,8,64,0,1,0,0,1,0,8.94268280110022
8.44607133337415,10,16,256,0,1,0,0,1,0,8.59752474719166
8.69383641841637,14,13,169,1,0,0,0,0,0,8.8200578134956
7.85234573540547,7,12,144,0,0,0,1,1,0,8.35296092118495
8.11064797854258,4,12,144,0,1,0,0,1,1,7.9408651956548
8.00242011454902,8,11,121,0,0,0,0,0,1,8.36315655492348
8.76892871557899,8,20,400,0,0,0,0,1,0,8.57884822058277
7.92718682257037,4,1,1,0,0,0,0,1,0,7.62819185156263
7.90559191100368,11,17,289,1,0,0,0,0,0,8.50703708869078
8.35680406904911,7,26,676,0,0,1,0,0,1,8.57837195817056
8.6944767284744,9,14,196,0,1,0,0,0,1,8.37872651847879
8.39424768912921,4,15,225,0,0,0,0,1,0,7.98092326300024
9.09158826136085,11,4,16,0,0,0,0,1,0,8.62338558023901
9.6441589195229,16,28,784,0,1,0,0,1,1,9.71328063281861
8.08090701988901,6,20,400,0,1,0,0,1,1,8.34054577762365
8.96721676453495,9,6,36,0,1,0,0,1,1,8.44111631302302
9.00326716351623,16,23,529,0,1,0,0,1,1,9.66959850115933
9.35872000789096,13,9,81,0,0,1,0,1,1,9.32578246530276
9.65873814828248,16,28,784,0,0,0,0,0,1,9.64085235947855
9.79130304694641,9,29,841,0,0,0,0,1,1,8.99157972145278
9.00804621444897,9,26,676,0,0,0,0,1,1,8.97101341656639
7.98007865930875,8,26,676,0,1,0,0,0,0,8.21999714694256
9.36683653009548,15,26,676,1,0,0,0,1,0,9.38504843898347
8.09242282833205,5,15,225,0,0,1,0,0,1,8.17223250658828
8.53384761433197,11,0,0,0,1,0,0,1,0,8.32355888375228
8.52952518388809,9,8,64,0,1,0,0,1,1,8.49338750602669
9.57069157380363,17,26,676,0,0,0,0,1,1,10.0042594136238
8.20971100747063,7,7,49,0,0,0,1,1,0,8.23403913473656
8.36202072157443,4,8,64,0,0,0,0,1,1,8.02408315464794
8.82149545459093,10,31,961,0,1,0,0,1,0,8.75678601271543
7.92067839243213,9,8,64,0,1,0,0,0,0,8.04800138281716
8.80184031596931,7,22,484,0,0,0,0,1,1,8.67211323786543
8.30740841261403,10,32,1024,0,0,0,0,0,0,8.68745119159804
8.58684644303332,9,19,361,0,1,0,0,1,1,8.71363362607913
8.46218101323483,7,25,625,0,1,0,0,0,0,8.08210497097853
9.51766034327821,11,16,256,0,0,0,0,1,1,9.0996383466933
7.87846293106667,8,17,289,0,0,0,0,0,0,8.28398586208287
8.21908134087722,4,41,1681,0,1,0,0,0,0,7.72156106120808
7.31675792098523,4,1,1,0,0,0,0,1,0,7.62819185156263
8.55357197757212,7,18,324,0,0,0,1,0,0,8.21572803720032
8.15438071347172,15,1,1,0,0,0,1,1,1,9.29002608354274
8.45294578850973,12,30,900,0,0,0,1,0,0,8.98327282367102
9.65371975385555,14,15,225,0,0,1,0,1,1,9.58353692340004
9.27887711134294,13,11,121,0,0,0,0,1,1,9.25783797320654
8.79287774686537,11,22,484,1,0,0,0,0,1,8.77541754398332
8.1540753341447,4,36,1296,0,0,0,0,0,0,7.91548554584705
8.28054552519711,10,0,0,0,1,0,0,1,0,8.19440313412011
8.32908838892693,15,0,0,0,0,0,0,0,0,8.76775360894091
8.29503051660193,4,14,196,0,1,0,0,1,1,7.98185044044011
7.67354911454742,7,0,0,0,1,0,0,0,1,7.75451666818874
8.67044502314211,13,23,529,0,1,0,0,0,0,8.83674512905328
8.66642854387129,11,13,169,0,1,0,0,0,0,8.42053219010558
8.76245721820624,12,2,4,0,0,0,0,1,1,8.88922962447595
9.22181087312532,11,11,121,0,0,0,0,0,0,8.55414035073266
9.07555189453229,11,25,625,1,0,0,0,0,0,8.61078634400073
8.97738672840109,10,10,100,0,0,0,0,1,1,8.8475268627052
7.86211162996406,6,19,361,0,0,0,1,0,0,8.10189218369405
8.20136137176963,5,27,729,0,0,1,0,0,0,8.13137293646586
8.49845471470558,10,16,256,0,1,0,0,1,0,8.59752474719166
8.69909913573948,8,37,1369,1,0,0,0,0,1,8.46256694897283
8.12758850521251,6,19,361,0,1,0,0,0,1,8.07726370706042
9.35325201765335,11,9,81,0,0,0,1,1,0,8.8010523348992
8.73856223882554,10,31,961,0,0,0,0,1,1,9.12974386258489
8.79184736673462,15,19,361,0,1,0,0,0,0,9.04318200066265
7.95827611344039,6,0,0,0,1,0,0,0,1,7.62536091855657
